id,age,job,marital,education,default,housing,loan,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,subscription
16811,39,self-employed,divorced,university.degree,no,no,no,1,,0,,-1.8,92.893,-46.2,1.244,5099.1,no
16812,58,admin.,married,university.degree,no,no,no,1,,0,,-1.8,92.893,-46.2,1.244,5099.1,no
16813,35,admin.,single,university.degree,no,no,no,1,,0,,-1.8,92.893,-46.2,1.244,5099.1,no
16814,42,technician,single,university.degree,no,no,yes,5,,0,,-1.8,92.893,-46.2,1.244,5099.1,no
16815,46,technician,divorced,professional.course,no,no,no,1,,0,,-1.8,92.893,-46.2,1.244,5099.1,no
16816,37,management,married,university.degree,no,no,no,1,,0,,-1.8,92.893,-46.2,1.244,5099.1,no
16817,32,admin.,divorced,university.degree,no,yes,yes,5,,0,,-1.8,92.893,-46.2,1.244,5099.1,no
16818,30,admin.,single,university.degree,no,yes,no,2,,0,,-1.8,92.893,-46.2,1.244,5099.1,no
16819,41,admin.,single,high.school,no,no,no,7,2,1,success,-1.8,92.893,-46.2,1.244,5099.1,no
16820,34,admin.,married,professional.course,no,yes,yes,1,,0,,-1.8,92.893,-46.2,1.244,5099.1,no
16821,46,management,married,university.degree,no,no,no,1,,0,,-1.8,92.893,-46.2,1.244,5099.1,no
16822,44,management,single,high.school,no,no,no,1,,0,,-1.8,92.893,-46.2,1.244,5099.1,no
16823,44,management,single,high.school,no,no,no,1,,0,,-1.8,92.893,-46.2,1.244,5099.1,no
16824,32,admin.,married,university.degree,no,yes,yes,1,,1,failure,-1.8,92.893,-46.2,1.244,5099.1,no
16825,30,technician,single,professional.course,no,yes,yes,1,,0,,-1.8,92.893,-46.2,1.244,5099.1,no
16826,42,technician,married,university.degree,no,yes,no,2,,0,,-1.8,92.893,-46.2,1.244,5099.1,no
16827,32,admin.,married,high.school,no,no,no,1,,0,,-1.8,92.893,-46.2,1.244,5099.1,no
16828,40,admin.,single,high.school,no,yes,no,1,,1,failure,-1.8,92.893,-46.2,1.244,5099.1,no
16829,41,blue-collar,divorced,basic.9y,no,yes,no,1,,0,,-1.8,92.893,-46.2,1.244,5099.1,no
16830,26,student,single,high.school,no,no,no,1,,0,,-1.8,92.893,-46.2,1.244,5099.1,no
16831,34,blue-collar,married,basic.6y,,yes,no,1,,0,,-1.8,92.893,-46.2,1.244,5099.1,no
16832,38,admin.,single,university.degree,no,yes,no,2,,0,,-1.8,92.893,-46.2,1.244,5099.1,no
16833,34,admin.,married,university.degree,no,no,yes,2,,0,,-1.8,92.893,-46.2,1.244,5099.1,no
16834,24,student,single,high.school,no,yes,no,1,,0,,-1.8,92.893,-46.2,1.244,5099.1,no
16835,58,management,married,university.degree,no,no,no,1,,1,failure,-1.8,92.893,-46.2,1.244,5099.1,no
16836,53,management,divorced,professional.course,no,yes,no,4,,0,,-1.8,92.893,-46.2,1.244,5099.1,no
16837,38,admin.,single,university.degree,no,yes,no,2,,0,,-1.8,92.893,-46.2,1.244,5099.1,no
16838,32,management,single,university.degree,,yes,no,4,,1,failure,-1.8,92.893,-46.2,1.244,5099.1,no
16839,41,technician,single,high.school,no,yes,no,3,,0,,-1.8,92.893,-46.2,1.244,5099.1,no
16840,31,blue-collar,single,basic.9y,no,yes,no,2,,1,failure,-1.8,92.893,-46.2,1.244,5099.1,no
16841,50,housemaid,married,basic.9y,no,no,no,3,,0,,-1.8,92.893,-46.2,1.244,5099.1,no
16842,25,student,single,high.school,no,yes,no,3,,0,,-1.8,92.893,-46.2,1.244,5099.1,no
16843,34,self-employed,single,university.degree,no,yes,yes,2,,0,,-1.8,92.893,-46.2,1.244,5099.1,no
16844,35,housemaid,married,university.degree,no,,,7,,0,,-1.8,92.893,-46.2,1.244,5099.1,no
16845,37,services,married,professional.course,no,no,no,2,,0,,-1.8,92.893,-46.2,1.244,5099.1,no
16846,40,admin.,single,high.school,no,yes,yes,2,,0,,-1.8,92.893,-46.2,1.244,5099.1,no
16847,47,services,single,high.school,no,yes,no,3,,0,,-1.8,92.893,-46.2,1.244,5099.1,no
16848,27,services,single,high.school,no,yes,yes,3,,1,failure,-1.8,92.893,-46.2,1.244,5099.1,no
16849,27,admin.,divorced,high.school,no,yes,no,4,,0,,-1.8,92.893,-46.2,1.244,5099.1,no
16850,43,blue-collar,single,professional.course,no,no,no,3,,0,,-1.8,92.893,-46.2,1.244,5099.1,no
16851,41,blue-collar,married,basic.9y,no,yes,yes,8,,0,,-1.8,92.893,-46.2,1.244,5099.1,no
16852,35,technician,single,professional.course,no,yes,no,4,,0,,-1.8,92.893,-46.2,1.244,5099.1,no
16853,25,student,single,high.school,no,yes,yes,5,,0,,-1.8,92.893,-46.2,1.244,5099.1,no
16854,48,blue-collar,married,basic.4y,no,yes,no,3,,0,,-1.8,92.893,-46.2,1.244,5099.1,no
16855,53,management,married,university.degree,no,no,no,2,,0,,-1.8,92.893,-46.2,1.244,5099.1,no
16856,43,blue-collar,married,basic.4y,no,yes,no,2,,0,,-1.8,92.893,-46.2,1.244,5099.1,no
16857,31,technician,married,professional.course,no,yes,no,2,,0,,-1.8,92.893,-46.2,1.244,5099.1,no
16858,58,management,married,university.degree,no,yes,no,2,,0,,-1.8,92.893,-46.2,1.244,5099.1,no
16859,38,technician,single,professional.course,no,yes,no,2,,0,,-1.8,92.893,-46.2,1.244,5099.1,no
16860,29,technician,single,university.degree,no,no,no,2,,0,,-1.8,92.893,-46.2,1.244,5099.1,no
16861,24,blue-collar,single,basic.9y,no,yes,no,3,,0,,-1.8,92.893,-46.2,1.244,5099.1,no
16862,52,blue-collar,married,basic.9y,,no,no,2,,0,,-1.8,92.893,-46.2,1.244,5099.1,no
16863,36,admin.,married,high.school,,yes,no,2,,1,failure,-1.8,92.893,-46.2,1.244,5099.1,no
16864,38,technician,single,professional.course,no,yes,no,3,,1,failure,-1.8,92.893,-46.2,1.244,5099.1,no
16865,44,unemployed,married,basic.9y,no,no,no,3,,0,,-1.8,92.893,-46.2,1.244,5099.1,no
16866,48,services,married,,no,no,no,2,,0,,-1.8,92.893,-46.2,1.244,5099.1,no
16867,33,technician,single,professional.course,no,yes,yes,3,,0,,-1.8,92.893,-46.2,1.244,5099.1,no
16868,49,technician,married,high.school,,no,no,4,,1,failure,-1.8,92.893,-46.2,1.244,5099.1,no
16869,41,admin.,single,high.school,no,no,no,2,,0,,-1.8,92.893,-46.2,1.244,5099.1,no
16870,52,admin.,divorced,high.school,no,yes,no,2,,1,failure,-1.8,92.893,-46.2,1.244,5099.1,no
16871,33,admin.,married,university.degree,no,yes,yes,12,,0,,-1.8,92.893,-46.2,1.244,5099.1,no
16872,38,admin.,married,high.school,no,,,3,,0,,-1.8,92.893,-46.2,1.244,5099.1,no
16873,33,technician,married,professional.course,no,yes,no,2,,0,,-1.8,92.893,-46.2,1.244,5099.1,no
16874,26,admin.,single,university.degree,no,yes,no,3,,1,failure,-1.8,92.893,-46.2,1.244,5099.1,no
16875,25,technician,single,professional.course,no,,,2,,0,,-1.8,92.893,-46.2,1.244,5099.1,no
16876,41,admin.,divorced,high.school,no,yes,no,6,,0,,-1.8,92.893,-46.2,1.244,5099.1,no
16877,33,technician,married,professional.course,no,no,no,2,,0,,-1.8,92.893,-46.2,1.244,5099.1,no
16878,23,admin.,single,high.school,no,no,no,5,,0,,-1.8,92.893,-46.2,1.244,5099.1,no
16879,33,admin.,single,university.degree,no,yes,no,4,,0,,-1.8,92.893,-46.2,1.244,5099.1,no
16880,30,technician,single,university.degree,no,yes,no,2,,0,,-1.8,92.893,-46.2,1.244,5099.1,no
16881,26,student,single,high.school,no,no,no,2,,0,,-1.8,92.893,-46.2,1.244,5099.1,no
16882,33,entrepreneur,single,university.degree,no,yes,no,3,,1,failure,-1.8,92.893,-46.2,1.244,5099.1,no
16883,38,technician,single,basic.9y,no,yes,no,5,,0,,-1.8,92.893,-46.2,1.244,5099.1,no
16884,23,services,married,basic.9y,,yes,no,6,,0,,-1.8,92.893,-46.2,1.244,5099.1,no
16885,33,admin.,single,university.degree,no,no,no,4,,0,,-1.8,92.893,-46.2,1.244,5099.1,no
16886,27,unemployed,married,high.school,no,yes,no,4,,0,,-1.8,92.893,-46.2,1.244,5099.1,no
16887,30,admin.,single,university.degree,no,yes,yes,3,,0,,-1.8,92.893,-46.2,1.244,5099.1,no
16888,56,technician,single,professional.course,no,yes,no,3,,1,failure,-1.8,92.893,-46.2,1.244,5099.1,no
16889,35,admin.,single,university.degree,no,yes,no,2,,0,,-1.8,92.893,-46.2,1.244,5099.1,no
16890,28,admin.,single,university.degree,no,yes,no,2,,0,,-1.8,92.893,-46.2,1.244,5099.1,no
16891,37,admin.,divorced,university.degree,,yes,yes,2,,0,,-1.8,92.893,-46.2,1.244,5099.1,no
16892,55,admin.,divorced,,,no,no,2,,0,,-1.8,92.893,-46.2,1.244,5099.1,no
16893,46,admin.,single,university.degree,no,no,yes,6,,0,,-1.8,92.893,-46.2,1.244,5099.1,no
16894,41,unemployed,married,professional.course,no,yes,no,7,,0,,-1.8,92.893,-46.2,1.244,5099.1,no
16895,46,technician,divorced,professional.course,no,yes,no,2,,0,,-1.8,92.893,-46.2,1.244,5099.1,no
16896,30,services,married,university.degree,no,yes,no,2,,0,,-1.8,92.893,-46.2,1.244,5099.1,no
16897,31,technician,married,university.degree,no,yes,no,4,,0,,-1.8,92.893,-46.2,1.244,5099.1,no
16898,26,entrepreneur,single,high.school,no,yes,no,2,,0,,-1.8,92.893,-46.2,1.244,5099.1,no
16899,32,admin.,married,high.school,no,yes,no,2,,0,,-1.8,92.893,-46.2,1.244,5099.1,no
16900,57,admin.,single,high.school,no,,,7,,0,,-1.8,92.893,-46.2,1.244,5099.1,no
16901,43,admin.,divorced,high.school,no,yes,no,8,,0,,-1.8,92.893,-46.2,1.244,5099.1,no
16902,43,blue-collar,married,,,no,no,6,,0,,-1.8,92.893,-46.2,1.244,5099.1,no
16903,53,blue-collar,married,professional.course,no,no,yes,6,,0,,-1.8,92.893,-46.2,1.244,5099.1,no
16904,43,entrepreneur,married,professional.course,no,yes,yes,1,,1,failure,-1.8,92.893,-46.2,1.259,5099.1,no
16905,81,retired,divorced,,,yes,yes,1,,0,,-1.8,92.893,-46.2,1.259,5099.1,yes
16906,35,admin.,married,high.school,no,yes,no,1,,0,,-1.8,92.893,-46.2,1.259,5099.1,no
16907,40,management,married,high.school,no,yes,yes,1,,0,,-1.8,92.893,-46.2,1.259,5099.1,no
16908,71,housemaid,married,,no,yes,no,2,,1,failure,-1.8,92.893,-46.2,1.259,5099.1,no
16909,36,admin.,married,professional.course,no,yes,yes,1,,0,,-1.8,92.893,-46.2,1.259,5099.1,no
16910,27,admin.,single,university.degree,no,no,no,1,3,1,success,-1.8,92.893,-46.2,1.259,5099.1,no
16911,27,admin.,single,university.degree,no,yes,no,1,,1,failure,-1.8,92.893,-46.2,1.259,5099.1,no
16912,58,retired,married,basic.9y,no,no,yes,2,,0,,-1.8,92.893,-46.2,1.259,5099.1,no
16913,83,retired,married,basic.9y,no,yes,yes,1,3,3,failure,-1.8,92.893,-46.2,1.259,5099.1,no
16914,30,admin.,married,university.degree,no,yes,no,1,,1,failure,-1.8,92.893,-46.2,1.259,5099.1,no
16915,49,admin.,married,university.degree,no,yes,no,1,,0,,-1.8,92.893,-46.2,1.259,5099.1,no
16916,66,housemaid,married,high.school,no,yes,no,1,,0,,-1.8,92.893,-46.2,1.259,5099.1,no
16917,57,admin.,married,basic.6y,no,no,no,1,,1,failure,-1.8,92.893,-46.2,1.259,5099.1,no
16918,32,technician,single,university.degree,no,no,no,1,,0,,-1.8,92.893,-46.2,1.259,5099.1,no
16919,40,technician,single,professional.course,no,no,yes,1,,0,,-1.8,92.893,-46.2,1.259,5099.1,no
16920,62,technician,married,professional.course,no,yes,no,2,,1,failure,-1.8,92.893,-46.2,1.259,5099.1,no
16921,38,admin.,married,university.degree,no,yes,yes,1,,0,,-1.8,92.893,-46.2,1.259,5099.1,no
16922,31,services,single,high.school,no,no,no,2,,0,,-1.8,92.893,-46.2,1.259,5099.1,yes
16923,28,admin.,single,university.degree,no,yes,no,2,,0,,-1.8,92.893,-46.2,1.259,5099.1,no
16924,27,admin.,married,high.school,no,yes,no,2,,0,,-1.8,92.893,-46.2,1.259,5099.1,no
16925,26,admin.,single,university.degree,no,yes,no,2,,0,,-1.8,92.893,-46.2,1.259,5099.1,no
16926,34,admin.,single,university.degree,no,yes,yes,3,,0,,-1.8,92.893,-46.2,1.259,5099.1,no
16927,48,services,married,high.school,no,no,no,3,,2,failure,-1.8,92.893,-46.2,1.264,5099.1,no
16928,50,admin.,divorced,university.degree,no,yes,yes,1,,0,,-1.8,92.893,-46.2,1.264,5099.1,no
16929,27,admin.,married,university.degree,no,no,yes,1,,1,failure,-1.8,92.893,-46.2,1.264,5099.1,no
16930,34,admin.,married,university.degree,no,yes,no,1,,0,,-1.8,92.893,-46.2,1.264,5099.1,no
16931,34,admin.,married,university.degree,no,yes,no,1,,1,failure,-1.8,92.893,-46.2,1.264,5099.1,no
16932,26,admin.,single,university.degree,no,yes,no,5,,0,,-1.8,92.893,-46.2,1.264,5099.1,no
16933,36,technician,married,university.degree,no,yes,yes,1,,0,,-1.8,92.893,-46.2,1.264,5099.1,no
16934,24,admin.,single,university.degree,no,no,no,1,,1,failure,-1.8,92.893,-46.2,1.264,5099.1,no
16935,36,admin.,single,university.degree,no,no,no,1,,0,,-1.8,92.893,-46.2,1.264,5099.1,no
16936,56,retired,married,high.school,no,yes,no,2,,0,,-1.8,92.893,-46.2,1.264,5099.1,no
16937,62,retired,single,university.degree,no,yes,yes,1,,0,,-1.8,92.893,-46.2,1.264,5099.1,no
16938,37,blue-collar,single,professional.course,no,no,no,1,,0,,-1.8,92.893,-46.2,1.264,5099.1,no
16939,46,admin.,single,university.degree,no,no,no,1,,0,,-1.8,92.893,-46.2,1.264,5099.1,no
16940,34,admin.,married,university.degree,no,yes,no,1,2,1,success,-1.8,92.893,-46.2,1.264,5099.1,no
16941,32,admin.,single,university.degree,,yes,no,4,,1,failure,-1.8,92.893,-46.2,1.264,5099.1,no
16942,27,admin.,single,university.degree,no,no,no,1,,0,,-1.8,92.893,-46.2,1.264,5099.1,no
16943,26,,single,basic.9y,no,yes,yes,1,3,1,success,-1.8,92.893,-46.2,1.264,5099.1,no
16944,32,admin.,divorced,high.school,no,no,no,1,,0,,-1.8,92.893,-46.2,1.264,5099.1,no
16945,36,admin.,married,university.degree,no,yes,yes,1,,0,,-1.8,92.893,-46.2,1.264,5099.1,no
16946,33,unemployed,married,high.school,no,yes,no,1,,1,failure,-1.8,92.893,-46.2,1.264,5099.1,no
16947,36,self-employed,married,university.degree,no,yes,no,1,,0,,-1.8,92.893,-46.2,1.264,5099.1,no
16948,36,self-employed,married,university.degree,no,no,no,1,,0,,-1.8,92.893,-46.2,1.264,5099.1,no
16949,61,retired,married,basic.9y,no,no,no,1,,0,,-1.8,92.893,-46.2,1.264,5099.1,no
16950,34,admin.,married,university.degree,no,yes,no,1,,1,failure,-1.8,92.893,-46.2,1.264,5099.1,no
16951,60,admin.,married,high.school,no,no,yes,2,,0,,-1.8,92.893,-46.2,1.264,5099.1,no
16952,43,technician,divorced,professional.course,no,yes,no,1,,0,,-1.8,92.893,-46.2,1.264,5099.1,no
16953,78,retired,married,high.school,no,yes,no,2,3,2,failure,-1.8,92.893,-46.2,1.264,5099.1,no
16954,32,admin.,married,university.degree,no,no,no,3,12,2,failure,-1.8,92.893,-46.2,1.264,5099.1,no
16955,47,admin.,divorced,high.school,no,yes,no,4,,1,failure,-1.8,92.893,-46.2,1.264,5099.1,no
16956,29,technician,single,university.degree,no,no,no,1,,0,,-1.8,92.893,-46.2,1.264,5099.1,no
16957,28,technician,single,high.school,no,yes,no,3,,0,,-1.8,92.893,-46.2,1.264,5099.1,no
16958,33,admin.,married,university.degree,no,yes,no,3,,0,,-1.8,92.893,-46.2,1.266,5099.1,no
16959,44,blue-collar,married,professional.course,no,yes,yes,2,,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no
16960,29,admin.,single,university.degree,no,no,yes,2,3,1,success,-1.8,92.893,-46.2,1.266,5099.1,no
16961,26,admin.,single,university.degree,no,no,no,4,,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no
16962,31,blue-collar,single,professional.course,no,no,no,2,,0,,-1.8,92.893,-46.2,1.266,5099.1,no
16963,59,self-employed,married,university.degree,no,yes,no,1,,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no
16964,31,management,married,high.school,no,yes,no,1,,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no
16965,49,blue-collar,married,basic.9y,no,no,no,1,,2,failure,-1.8,92.893,-46.2,1.266,5099.1,no
16966,32,admin.,married,university.degree,no,yes,no,2,,2,failure,-1.8,92.893,-46.2,1.266,5099.1,no
16967,65,retired,married,,no,no,no,1,,0,,-1.8,92.893,-46.2,1.266,5099.1,no
16968,30,housemaid,married,high.school,no,yes,no,1,,0,,-1.8,92.893,-46.2,1.266,5099.1,no
16969,31,admin.,married,university.degree,no,yes,no,1,,0,,-1.8,92.893,-46.2,1.266,5099.1,no
16970,34,admin.,married,university.degree,no,no,no,1,,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no
16971,38,blue-collar,married,basic.9y,no,yes,no,1,,0,,-1.8,92.893,-46.2,1.266,5099.1,no
16972,35,admin.,married,high.school,no,yes,no,3,,0,,-1.8,92.893,-46.2,1.266,5099.1,no
16973,39,admin.,married,high.school,no,no,no,1,,0,,-1.8,92.893,-46.2,1.266,5099.1,no
16974,39,admin.,married,high.school,no,yes,no,1,,0,,-1.8,92.893,-46.2,1.266,5099.1,no
16975,40,student,single,high.school,no,yes,no,1,,0,,-1.8,92.893,-46.2,1.266,5099.1,no
16976,55,retired,married,high.school,no,no,no,1,,0,,-1.8,92.893,-46.2,1.266,5099.1,no
16977,51,retired,married,high.school,no,yes,no,1,,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no
16978,61,,single,basic.4y,no,yes,yes,3,,0,,-1.8,92.893,-46.2,1.266,5099.1,no
16979,25,admin.,single,university.degree,no,yes,yes,2,,0,,-1.8,92.893,-46.2,1.266,5099.1,no
16980,61,,single,basic.4y,no,yes,no,1,3,1,success,-1.8,92.893,-46.2,1.266,5099.1,no
16981,55,housemaid,married,professional.course,no,yes,no,5,,0,,-1.8,92.893,-46.2,1.266,5099.1,no
16982,27,admin.,single,university.degree,no,no,no,1,3,1,success,-1.8,92.893,-46.2,1.266,5099.1,no
16983,29,self-employed,married,university.degree,no,no,no,2,,0,,-1.8,92.893,-46.2,1.266,5099.1,no
16984,31,technician,single,university.degree,no,no,no,1,2,1,success,-1.8,92.893,-46.2,1.266,5099.1,no
16985,24,technician,single,professional.course,no,no,no,4,,0,,-1.8,92.893,-46.2,1.266,5099.1,no
16986,35,admin.,married,high.school,no,no,no,2,,0,,-1.8,92.893,-46.2,1.266,5099.1,no
16987,45,admin.,divorced,university.degree,no,no,no,1,9,1,success,-1.8,92.893,-46.2,1.266,5099.1,no
16988,45,admin.,divorced,university.degree,no,yes,no,1,,0,,-1.8,92.893,-46.2,1.266,5099.1,no
16989,33,admin.,married,university.degree,no,yes,no,1,,1,failure,-1.8,92.893,-46.2,1.266,5099.1,yes
16990,28,unemployed,single,high.school,no,no,yes,1,3,1,success,-1.8,92.893,-46.2,1.266,5099.1,no
16991,29,self-employed,married,university.degree,no,no,no,1,,0,,-1.8,92.893,-46.2,1.266,5099.1,no
16992,35,management,single,university.degree,no,no,no,1,,0,,-1.8,92.893,-46.2,1.266,5099.1,no
16993,34,admin.,single,university.degree,no,no,no,1,,0,,-1.8,92.893,-46.2,1.266,5099.1,no
16994,53,technician,married,professional.course,,yes,no,1,,0,,-1.8,92.893,-46.2,1.266,5099.1,no
16995,28,blue-collar,married,basic.9y,no,yes,no,2,3,2,success,-1.8,92.893,-46.2,1.266,5099.1,no
16996,59,retired,married,basic.4y,no,no,no,1,,0,,-1.8,92.893,-46.2,1.266,5099.1,no
16997,36,admin.,married,professional.course,no,no,no,1,,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no
16998,42,admin.,married,university.degree,no,no,no,1,,0,,-1.8,92.893,-46.2,1.266,5099.1,no
16999,42,admin.,married,university.degree,no,yes,no,1,,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no
17000,22,student,single,high.school,no,no,no,2,,2,failure,-1.8,92.893,-46.2,1.266,5099.1,no
17001,33,admin.,single,high.school,no,yes,no,1,,0,,-1.8,92.893,-46.2,1.266,5099.1,no
17002,29,admin.,single,university.degree,no,yes,no,1,,0,,-1.8,92.893,-46.2,1.266,5099.1,no
17003,25,admin.,single,university.degree,no,yes,no,1,,0,,-1.8,92.893,-46.2,1.266,5099.1,yes
17004,28,admin.,single,university.degree,no,yes,no,1,,0,,-1.8,92.893,-46.2,1.266,5099.1,no
17005,27,services,married,university.degree,no,yes,no,1,1,1,success,-1.8,92.893,-46.2,1.266,5099.1,no
17006,36,admin.,married,basic.9y,no,yes,no,1,,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no
17007,49,management,single,university.degree,no,yes,yes,1,,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no
17008,39,blue-collar,married,basic.9y,no,yes,no,1,,0,,-1.8,92.893,-46.2,1.266,5099.1,no
17009,34,housemaid,married,university.degree,no,yes,no,1,,0,,-1.8,92.893,-46.2,1.266,5099.1,no
17010,48,blue-collar,married,high.school,no,no,no,2,3,1,success,-1.8,92.893,-46.2,1.266,5099.1,no
17011,29,management,single,university.degree,no,yes,no,1,,0,,-1.8,92.893,-46.2,1.266,5099.1,no
17012,33,technician,married,university.degree,no,no,no,1,,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no
17013,42,services,married,high.school,no,yes,yes,2,,0,,-1.8,92.893,-46.2,1.266,5099.1,no
17014,52,services,married,high.school,no,yes,no,4,,0,,-1.8,92.893,-46.2,1.266,5099.1,no
17015,37,technician,single,professional.course,no,no,no,1,,0,,-1.8,92.893,-46.2,1.266,5099.1,no
17016,25,admin.,single,university.degree,no,yes,yes,1,,0,,-1.8,92.893,-46.2,1.266,5099.1,no
17017,49,admin.,single,university.degree,no,no,no,1,,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no
17018,49,admin.,single,university.degree,no,yes,no,1,,0,,-1.8,92.893,-46.2,1.266,5099.1,no
17019,29,admin.,married,university.degree,no,yes,no,1,,0,,-1.8,92.893,-46.2,1.266,5099.1,no
17020,59,self-employed,married,university.degree,no,no,no,2,,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no
17021,26,student,single,,no,yes,no,2,,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no
17022,30,admin.,single,high.school,no,yes,no,3,3,1,success,-1.8,92.893,-46.2,1.266,5099.1,no
17023,27,services,married,university.degree,no,no,no,2,3,1,success,-1.8,92.893,-46.2,1.266,5099.1,no
17024,32,admin.,single,university.degree,no,,,2,,0,,-1.8,92.893,-46.2,1.266,5099.1,no
17025,34,services,married,high.school,no,no,no,3,,0,,-1.8,92.893,-46.2,1.27,5099.1,no
17026,30,admin.,married,university.degree,no,no,no,1,,0,,-1.8,92.893,-46.2,1.27,5099.1,no
17027,54,unemployed,married,basic.9y,no,no,no,1,3,1,success,-1.8,92.893,-46.2,1.27,5099.1,yes
17028,30,technician,married,professional.course,no,no,no,2,,0,,-1.8,92.893,-46.2,1.27,5099.1,no
17029,47,management,married,high.school,no,no,no,1,,0,,-1.8,92.893,-46.2,1.27,5099.1,no
17030,39,admin.,single,high.school,no,yes,no,3,,0,,-1.8,92.893,-46.2,1.27,5099.1,no
17031,26,services,single,high.school,no,no,no,2,,0,,-1.8,92.893,-46.2,1.27,5099.1,no
17032,34,admin.,married,university.degree,no,yes,no,2,,0,,-1.8,92.893,-46.2,1.27,5099.1,no
17033,52,admin.,married,university.degree,no,yes,yes,1,,0,,-1.8,92.893,-46.2,1.27,5099.1,no
17034,31,admin.,married,university.degree,no,yes,no,2,3,1,success,-1.8,92.893,-46.2,1.27,5099.1,no
17035,38,housemaid,married,university.degree,no,yes,no,1,,0,,-1.8,92.893,-46.2,1.27,5099.1,no
17036,32,admin.,single,university.degree,no,yes,no,1,,0,,-1.8,92.893,-46.2,1.27,5099.1,no
17037,61,blue-collar,married,basic.4y,no,no,no,1,,0,,-1.8,92.893,-46.2,1.27,5099.1,no
17038,34,admin.,married,university.degree,no,no,no,1,,0,,-1.8,92.893,-46.2,1.27,5099.1,no
17039,41,blue-collar,married,basic.9y,no,yes,yes,2,,0,,-1.8,92.893,-46.2,1.27,5099.1,no
17040,66,,divorced,,,yes,no,2,,1,failure,-1.8,92.893,-46.2,1.27,5099.1,no
17041,32,admin.,single,university.degree,no,no,no,1,,0,,-1.8,92.893,-46.2,1.27,5099.1,no
17042,26,self-employed,single,university.degree,no,no,no,1,3,1,success,-1.8,92.893,-46.2,1.27,5099.1,no
17043,52,admin.,married,university.degree,no,no,no,2,7,1,success,-1.8,92.893,-46.2,1.27,5099.1,no
17044,45,technician,married,professional.course,no,yes,no,5,,0,,-1.8,92.893,-46.2,1.27,5099.1,no
17045,30,student,single,high.school,no,yes,no,4,3,1,success,-1.8,92.893,-46.2,1.27,5099.1,no
17046,40,admin.,single,university.degree,no,yes,no,2,,0,,-1.8,92.893,-46.2,1.27,5099.1,no
17047,35,blue-collar,single,basic.9y,no,yes,no,2,,0,,-1.8,92.893,-46.2,1.27,5099.1,no
17048,35,unemployed,married,university.degree,no,no,no,2,,0,,-1.8,92.893,-46.2,1.27,5099.1,no
17049,53,self-employed,married,university.degree,no,no,yes,3,6,1,success,-1.8,92.893,-46.2,1.27,5099.1,no
17050,34,admin.,married,university.degree,no,yes,no,2,3,1,success,-1.8,92.893,-46.2,1.27,5099.1,no
17051,32,technician,married,university.degree,no,yes,no,2,,0,,-1.8,92.893,-46.2,1.27,5099.1,no
17052,36,technician,married,professional.course,no,yes,no,4,,0,,-1.8,92.893,-46.2,1.27,5099.1,no
17053,66,,married,basic.4y,no,yes,yes,2,,0,,-1.8,92.893,-46.2,1.27,5099.1,no
17054,35,admin.,married,university.degree,no,no,no,3,,0,,-1.8,92.893,-46.2,1.27,5099.1,no
17055,35,admin.,married,high.school,no,yes,no,2,3,1,success,-1.8,92.893,-46.2,1.27,5099.1,no
17056,22,student,single,basic.9y,no,no,no,1,,0,,-1.8,92.893,-46.2,1.27,5099.1,no
17057,26,student,single,high.school,no,no,no,3,,0,,-1.8,92.893,-46.2,1.27,5099.1,no
17058,24,management,single,university.degree,no,no,no,6,,0,,-1.8,92.893,-46.2,1.27,5099.1,no
17059,32,admin.,married,university.degree,no,yes,yes,3,,0,,-1.8,92.893,-46.2,1.27,5099.1,no
17060,53,technician,divorced,high.school,no,yes,no,4,,0,,-1.8,92.893,-46.2,1.27,5099.1,no
17061,28,technician,single,university.degree,no,no,no,2,,0,,-1.8,92.893,-46.2,1.27,5099.1,no
17062,23,student,single,high.school,no,no,no,2,,0,,-1.8,92.893,-46.2,1.27,5099.1,no
17063,41,unemployed,married,university.degree,no,no,no,3,,0,,-1.8,92.893,-46.2,1.27,5099.1,no
17064,24,management,single,university.degree,no,yes,no,4,,1,failure,-1.8,92.893,-46.2,1.27,5099.1,no
17065,37,entrepreneur,divorced,university.degree,no,no,yes,3,,0,,-1.8,92.893,-46.2,1.27,5099.1,no
17066,45,admin.,divorced,professional.course,no,yes,yes,1,,1,failure,-1.8,92.893,-46.2,1.27,5099.1,no
17067,40,blue-collar,married,basic.4y,no,yes,no,2,,0,,-1.8,92.893,-46.2,1.27,5099.1,no
17068,28,services,single,high.school,no,no,no,2,,0,,-1.8,92.893,-46.2,1.27,5099.1,no
